TimeStamp, TYPE_ACC0, TYPE_ACC1, TYPE_ACC2, TYPE_MAG0, TYPE_MAG1, TYPE_MAG2, TYPE_GYRO0, TYPE_GYRO1, TYPE_GYRO2, TYPE_ROTATION0, TYPE_ROTATION1, TYPE_ROTATION2, TYPE_LINEAR0, TYPE_LINEAR1, TYPE_LINEAR2, TYPE_GRAVITY0, TYPE_GRAVITY1, TYPE_GRAVITY2, position_x, position_y, velocity_x, velocity_y, pressure, size, mCurrentPattern, Counter,,,,,,,,,
19471029,-0.64881897,4.144348,8.877686,-0.64881897,4.144348,8.877686,-0.64881897,4.144348,8.877686,-0.64881897,4.144348,8.877686,-0.64881897,4.144348,8.877686,-0.64881897,4.144348,8.877686,351.8948,1124.7999,-1544.3612,2025.8164,0.925,0.015686275," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",65
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19471135,-0.6152954,4.182663,8.920792,-0.6152954,4.182663,8.920792,0.1448822,0.015975952,-0.038360596,0.1448822,0.015975952,-0.038360596,0.1448822,0.015975952,-0.038360596,0.1448822,0.015975952,-0.038360596,250.5,1225.5,0,0,0.4,0.015686275," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",66
19471336,-0.82598877,4.3550415,9.07402,22.964478,6.5460205,-29.776001,22.964478,6.5460205,-29.776001,22.964478,6.5460205,-29.776001,22.964478,6.5460205,-29.776001,22.964478,6.5460205,-29.776001,225,330,0,0,0.8625,0.019607844," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",66
19471336,-0.82598877,4.3550415,9.07402,22.964478,6.5460205,-29.776001,22.964478,6.5460205,-29.776001,22.964478,6.5460205,-29.776001,22.964478,6.5460205,-29.776001,22.964478,6.5460205,-29.776001,225,330,0,0,0.8625,0.019607844," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",66
19471463,-0.2896881,4.2161865,9.011765,-0.2896881,4.2161865,9.011765,-0.2896881,4.2161865,9.011765,-0.2896881,4.2161865,9.011765,0.47299194,0.033355713,0.1749115,0.47299194,0.033355713,0.1749115,629.2603,234.96368,5520.088,-697.3337,0.8625,0.023529414," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",66
19471546,-0.96006775,4.134781,8.738831,24.009705,5.8502197,-30.444336,-0.10118103,0.053253174,0.018081665,0.17828369,0.12896729,0.40182495,0.17828369,0.12896729,0.40182495,0.17828369,0.12896729,0.40182495,1063.5272,186,3032.0417,-0.0819625,0.8625,0.015686275," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",66
19471713,-0.8595123,3.9863434,8.796295,24.183655,5.328369,-28.941345,24.183655,5.328369,-28.941345,24.183655,5.328369,-28.941345,24.183655,5.328369,-28.941345,24.183655,5.328369,-28.941345,830.5615,645.79675,-5652.392,5401.427,0.8625,0.015686275," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",66
19471813,-0.8211975,4.2018127,8.9543,-0.8211975,4.2018127,8.9543,-0.8211975,4.2018127,8.9543,-0.8211975,4.2018127,8.9543,-0.8211975,4.2018127,8.9543,-0.8211975,4.2018127,8.9543,334.6544,1154.1133,-3586.2666,4323.493,0.8625,0.023529414," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",66
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19471911,-0.6919098,4.326309,9.184143,22.094727,5.6762695,-28.607178,22.094727,5.6762695,-28.607178,22.094727,5.6762695,-28.607178,22.094727,5.6762695,-28.607178,22.094727,5.6762695,-28.607178,232,1278.3755,0,0,0.3625,0.007843138," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",67
19472183,-0.9504852,4.474762,8.71489,-0.9504852,4.474762,8.71489,-0.9504852,4.474762,8.71489,-0.9504852,4.474762,8.71489,-0.9504852,4.474762,8.71489,-0.9504852,4.474762,8.71489,327,296,0,0,0.6625,0.015686275," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",67
19472183,-0.9504852,4.474762,8.71489,-0.9504852,4.474762,8.71489,-0.9504852,4.474762,8.71489,-0.9504852,4.474762,8.71489,-0.9504852,4.474762,8.71489,-0.9504852,4.474762,8.71489,327,296,0,0,0.6625,0.015686275," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",67
19472263,-0.34236145,4.1491394,8.370117,24.183655,5.6762695,-31.278992,24.183655,5.6762695,-31.278992,24.183655,5.6762695,-31.278992,24.183655,5.6762695,-31.278992,24.183655,5.6762695,-31.278992,542.63495,241.71704,6465.282,-1121.3398,0.6625,0.027450982," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",67
19472363,-0.70628357,4.144348,8.844177,-0.70628357,4.144348,8.844177,-0.70628357,4.144348,8.844177,-0.70628357,4.144348,8.844177,-0.70628357,4.144348,8.844177,-0.70628357,4.144348,8.844177,1065.8394,205.83423,2349.203,377.49808,0.6625,0.019607844," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",67
19472513,-0.88345337,4.187454,8.686157,-0.88345337,4.187454,8.686157,-0.03300476,-0.064971924,0.022354126,-0.03300476,-0.064971924,0.022354126,-0.03300476,-0.064971924,0.022354126,-0.03300476,-0.064971924,0.022354126,821.4008,679.9553,-5193.339,5194.955,0.6625,0.023529414," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",67
19472613,-0.70628357,4.2353363,9.054871,23.835754,5.6762695,-31.278992,23.835754,5.6762695,-31.278992,23.835754,5.6762695,-31.278992,23.835754,5.6762695,-31.278992,23.835754,5.6762695,-31.278992,389.63452,1154.8494,-2233.9255,3118.4846,0.6625,0.023529414," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",67
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19472678,-0.78289795,4.134781,8.997406,-0.78289795,4.134781,8.997406,-0.78289795,4.134781,8.997406,-0.78289795,4.134781,8.997406,-0.78289795,4.134781,8.997406,-0.78289795,4.134781,8.997406,307.20636,1270.5873,0,0,0.4,0.007843138," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",68
19472950,-0.9169769,4.340683,8.604752,-0.9169769,4.340683,8.604752,-0.9169769,4.340683,8.604752,-0.9169769,4.340683,8.604752,-0.9169769,4.340683,8.604752,-0.9169769,4.340683,8.604752,289,268,0,0,0.6375,0.019607844," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",68
19472950,-0.9169769,4.340683,8.604752,-0.9169769,4.340683,8.604752,-0.9169769,4.340683,8.604752,-0.9169769,4.340683,8.604752,-0.9169769,4.340683,8.604752,-0.9169769,4.340683,8.604752,289,268,0,0,0.6375,0.019607844," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",68
19473064,-0.49079895,4.2880096,9.078812,-0.49079895,4.2880096,9.078812,-0.49079895,4.2880096,9.078812,-0.49079895,4.2880096,9.078812,-0.49079895,4.2880096,9.078812,-0.49079895,4.2880096,9.078812,627.8148,211.63672,5934.7583,-631.51544,0.90000004,0.027450982," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",68
19473147,-0.8211975,4.182663,8.724457,-0.8211975,4.182663,8.724457,-0.8211975,4.182663,8.724457,-0.8211975,4.182663,8.724457,-0.8211975,4.182663,8.724457,-0.8211975,4.182663,8.724457,1076.9861,155.25977,3378.651,-73.54164,0.90000004,0.027450982," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",68
19473331,-0.6152954,3.9528198,8.815445,-0.6152954,3.9528198,8.815445,-0.6152954,3.9528198,8.815445,-0.6152954,3.9528198,8.815445,-0.6152954,3.9528198,8.815445,-0.6152954,3.9528198,8.815445,749.6883,678.84033,-6183.1704,5875.9507,0.90000004,0.023529414," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",68
19473414,-0.8164215,4.1922455,8.892059,-0.8164215,4.1922455,8.892059,-0.8164215,4.1922455,8.892059,-0.8164215,4.1922455,8.892059,-0.8164215,4.1922455,8.892059,-0.8164215,4.1922455,8.892059,333.74014,1104.8474,-3648.7256,4154.109,0.90000004,0.023529414," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",68
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19473493,-0.73501587,4.2353363,9.193726,-0.73501587,4.2353363,9.193726,0.13423157,0.06283569,-0.03515625,0.13423157,0.06283569,-0.03515625,0.13423157,0.06283569,-0.03515625,0.13423157,0.06283569,-0.03515625,191.60255,1284.8633,0,0,0.58750004,0.015686275," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",69
19473784,-0.91218567,4.206604,8.925583,-0.91218567,4.206604,8.925583,-0.91218567,4.206604,8.925583,-0.91218567,4.206604,8.925583,-0.91218567,4.206604,8.925583,-0.91218567,4.206604,8.925583,249,272,0,0,0.83750004,0.015686275," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",69
19473784,-0.91218567,4.206604,8.925583,-0.91218567,4.206604,8.925583,-0.91218567,4.206604,8.925583,-0.91218567,4.206604,8.925583,-0.91218567,4.206604,8.925583,-0.91218567,4.206604,8.925583,249,272,0,0,0.83750004,0.015686275," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",69
19473882,-0.9504852,4.321533,9.050079,-0.9504852,4.321533,9.050079,-0.04046631,0.06283569,0.001052856,-0.04046631,0.06283569,0.001052856,-0.04046631,0.06283569,0.001052856,-0.04046631,0.06283569,0.001052856,607.06195,190.10791,6260.3496,-982.22327,0.83750004,0.015686275," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",69
19473965,-0.7206421,4.1778717,8.667007,-0.7206421,4.1778717,8.667007,-0.7206421,4.1778717,8.667007,-0.7206421,4.1778717,8.667007,-0.7206421,4.1778717,8.667007,-0.7206421,4.1778717,8.667007,1105.5046,132,2846.466,51.45265,0.83750004,0.019607844," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",69
19474149,-0.6248779,4.0821075,8.930359,-0.6248779,4.0821075,8.930359,-0.6248779,4.0821075,8.930359,-0.6248779,4.0821075,8.930359,0.17237854,-0.0736084,0.08378601,0.17237854,-0.0736084,0.08378601,737.2653,661.0231,-5653.426,5576.8677,0.83750004,0.023529414," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",69
19474249,-0.8164215,4.1730804,8.9878235,-0.8164215,4.1730804,8.9878235,-0.8164215,4.1730804,8.9878235,-0.8164215,4.1730804,8.9878235,-0.8164215,4.1730804,8.9878235,-0.8164215,4.1730804,8.9878235,330.4147,1100.0168,-2889.9968,3517.417,0.83750004,0.019607844," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",69
