@relation jamesPattern4_Mean_SD

@attribute ' Counter' numeric
@attribute Name {James}
@attribute Pattern {D}
@attribute ' TYPE_ACC0_MEAN' numeric
@attribute ' TYPE_ACC1_MEAN' numeric
@attribute ' TYPE_ACC2_MEAN' numeric
@attribute ' TYPE_MAG0_MEAN' numeric
@attribute ' TYPE_MAG1_MEAN' numeric
@attribute ' TYPE_MAG2_MEAN' numeric
@attribute ' TYPE_GYRO0_MEAN' numeric
@attribute ' TYPE_GYRO1_MEAN' numeric
@attribute ' TYPE_GYRO2_MEAN' numeric
@attribute ' TYPE_ROTATION0_MEAN' numeric
@attribute ' TYPE_ROTATION1_MEAN' numeric
@attribute ' TYPE_ROTATION2_MEAN' numeric
@attribute ' TYPE_LINEAR0_MEAN' numeric
@attribute ' TYPE_LINEAR1_MEAN' numeric
@attribute ' TYPE_LINEAR2_MEAN' numeric
@attribute ' TYPE_GRAVITY0_MEAN' numeric
@attribute ' TYPE_GRAVITY1_MEAN' numeric
@attribute ' TYPE_GRAVITY2_MEAN' numeric
@attribute ' position_x_MEAN' numeric
@attribute ' position_y_MEAN' numeric
@attribute ' velocity_x_MEAN' numeric
@attribute ' velocity_y_MEAN' numeric
@attribute ' pressure_MEAN' numeric
@attribute ' size_MEAN' numeric
@attribute ' TYPE_ACC0_SD' numeric
@attribute ' TYPE_ACC1_SD' numeric
@attribute ' TYPE_ACC2_SD' numeric
@attribute ' TYPE_MAG0_SD' numeric
@attribute ' TYPE_MAG1_SD' numeric
@attribute ' TYPE_MAG2_SD' numeric
@attribute ' TYPE_GYRO0_SD' numeric
@attribute ' TYPE_GYRO1_SD' numeric
@attribute ' TYPE_GYRO2_SD' numeric
@attribute ' TYPE_ROTATION0_SD' numeric
@attribute ' TYPE_ROTATION1_SD' numeric
@attribute ' TYPE_ROTATION2_SD' numeric
@attribute ' TYPE_LINEAR0_SD' numeric
@attribute ' TYPE_LINEAR1_SD' numeric
@attribute ' TYPE_LINEAR2_SD' numeric
@attribute ' TYPE_GRAVITY0_SD' numeric
@attribute ' TYPE_GRAVITY1_SD' numeric
@attribute ' TYPE_GRAVITY2_SD' numeric
@attribute ' position_x_SD' numeric
@attribute ' position_y_SD' numeric
@attribute ' velocity_x_SD' numeric
@attribute ' velocity_y_SD' numeric
@attribute ' pressure_SD' numeric
@attribute ' size_SD' numeric

@data
51,James,D,0.1213,5.843442,8.321439,6.683489,0.498301,-5.667048,6.683489,0.498301,-5.667048,6.683489,0.498301,-5.667048,6.66551,-0.481301,-6.975255,6.66551,-0.481301,-6.975255,506.706467,607.950493,-634.337122,644.253783,0.545833,0.01634,0.047369,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
52,James,D,0.205096,5.792363,8.145065,0.205096,5.792363,8.145065,0.155459,4.839829,6.780543,0.155459,4.839829,6.780543,0.141627,1.869647,2.915459,0.141627,1.869647,2.915459,477.339517,597.631445,-451.174501,486.968767,0.6375,0.017647,0.115773,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
53,James,D,0.06384,5.896113,7.839406,6.907425,0.745127,-6.343333,6.930623,-0.21522,-7.693047,6.998133,-1.178218,-8.925085,6.964383,-1.197619,-8.883527,6.964383,-1.197619,-8.883527,480.168872,671.672833,-596.547541,798.140383,0.61875,0.015686,0.128753,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
54,James,D,0.153224,5.864988,8.319842,3.4282,3.261162,1.381904,3.4282,3.261162,1.381904,3.507243,-1.478528,-5.212326,3.507243,-1.478528,-5.212326,3.507243,-1.478528,-5.212326,535.91199,631.678217,-385.4093,996.489483,0.529167,0.014379,0.143294,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
55,James,D,0.19632,5.890526,7.968694,0.19632,5.890526,7.968694,0.19632,5.890526,7.968694,0.19632,5.890526,7.968694,0.19632,5.890526,7.968694,0.19632,5.890526,7.968694,560.55613,631.323408,-785.977283,1028.53685,0.566667,0.015033,0.151421,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
56,James,D,0.11731,6.011833,8.16422,3.684321,3.469185,1.187975,3.684321,3.469185,1.187975,3.69721,2.475965,-0.196953,0.113141,3.035889,4.180489,0.113141,3.035889,4.180489,521.920105,610.406167,-781.17701,1178.66645,0.691667,0.017647,0.326797,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
57,James,D,0.09816,5.93043,8.084417,13.567757,-4.34229,-19.030296,13.567757,-4.34229,-19.030296,13.613551,-5.339798,-20.250346,10.009069,-3.605031,-14.804794,10.009069,-3.605031,-14.804794,547.184718,596.841693,-277.4275,418.087867,0.533333,0.011765,0.126203,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
58,James,D,0.22744,5.870575,8.0501,0.22744,5.870575,8.0501,0.22744,5.870575,8.0501,0.265526,4.894071,6.714066,0.270215,3.905294,5.412666,0.270215,3.905294,5.412666,596.96089,568.277333,-508.4156,130.384883,0.491667,0.01634,0.17504,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
59,James,D,0.04629,5.936015,8.002215,0.04629,5.936015,8.002215,0.04629,5.936015,8.002215,0.13327,4.955839,6.787186,0.146632,-0.015589,0.301292,0.146632,-0.015589,0.301292,538.095395,618.964692,-370.103967,175.021625,0.5,0.013725,0.269706,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
60,James,D,-0.110133,5.949585,7.608765,-0.110133,5.949585,7.608765,-0.110133,5.949585,7.608765,-0.110133,5.949585,7.608765,-0.099859,4.960955,6.307292,-0.099859,4.960955,6.307292,580.552875,581.971207,-536.5795,-48.8787,0.69375,0.016993,0.236291,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
61,James,D,0.196325,5.872172,8.056483,0.196325,5.872172,8.056483,0.196325,5.872172,8.056483,0.196325,5.872172,8.056483,0.196325,5.872172,8.056483,0.196325,5.872172,8.056483,590.558903,537.997272,-401.18665,782.927817,0.604167,0.015686,0.115037,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
62,James,D,-0.011976,5.911278,7.851377,-0.011976,5.911278,7.851377,-0.011976,5.911278,7.851377,-0.011976,5.911278,7.851377,-0.011976,5.911278,7.851377,-0.011976,5.911278,7.851377,554.250767,606.492567,-212.607883,-87.883717,0.620833,0.015686,0.112406,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
63,James,D,0.016762,5.923243,8.154645,0.016762,5.923243,8.154645,0.016762,5.923243,8.154645,0.197065,2.093104,3.040754,0.197065,2.093104,3.040754,0.197065,2.093104,3.040754,560.419188,581.446038,-340.055517,377.398967,0.541667,0.016993,0.122405,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
64,James,D,0.135663,5.853816,7.938365,7.279264,0.622777,-5.320419,7.279264,0.622777,-5.320419,7.296308,-0.287623,-6.624896,7.304614,-1.276304,-7.926343,7.304614,-1.276304,-7.926343,546.568043,579.11656,-300.146917,473.810183,0.691667,0.016993,0.167487,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
65,James,D,-0.085388,6.002253,8.014183,11.277428,-2.486397,-11.892098,11.277428,-2.486397,-11.892098,0.079308,3.054298,4.320841,0.092575,2.055796,3.026949,0.092575,2.055796,3.026949,522.507058,615.660317,-429.441043,376.240767,0.539583,0.015686,0.181864,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
66,James,D,-0.003187,5.984698,7.649462,3.575272,2.949994,1.06174,3.586309,1.984596,-0.318039,3.64963,1.025274,-1.547699,3.64963,1.025274,-1.547699,3.64963,1.025274,-1.547699,555.961587,612.63355,-426.545833,315.842417,0.533333,0.015033,0.127644,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
67,James,D,-0.076612,5.973523,7.951932,7.046786,0.668264,-5.599777,7.046786,0.668264,-5.599777,7.220294,-2.231112,-9.262446,7.220294,-2.231112,-9.262446,7.220294,-2.231112,-9.262446,572.022182,592.487483,-715.793767,954.468767,0.4875,0.013072,0.178724,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
68,James,D,-0.087784,6.015025,7.986249,3.557699,3.305346,1.275495,3.557699,3.305346,1.275495,3.557699,3.305346,1.275495,3.557699,3.305346,1.275495,3.557699,3.305346,1.275495,564.784162,597.837307,-211.209833,243.246617,0.622917,0.01634,0.169226,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
69,James,D,-0.144445,6.106799,7.811473,3.592003,3.510157,1.027222,3.592003,3.510157,1.027222,3.592003,3.510157,1.027222,3.612127,2.510679,-0.265821,3.612127,2.510679,-0.265821,529.77846,614.688392,-534.81645,538.540567,0.545833,0.013072,0.144491,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
70,James,D,-0.101351,6.052533,7.877711,3.635096,3.455892,1.09346,3.635096,3.455892,1.09346,3.719429,2.483266,-0.1321,3.719429,2.483266,-0.1321,3.719429,2.483266,-0.1321,504.068955,651.199093,-686.89435,271.892717,0.65625,0.018301,0.158674,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
71,James,D,0.047877,5.923251,8.082019,11.15269,-2.683749,-11.55395,11.15269,-2.683749,-11.55395,3.744118,0.171313,-2.494957,3.744118,0.171313,-2.494957,3.744118,0.171313,-2.494957,539.2045,577.977855,-614.203573,870.852,0.579167,0.01634,0.039133,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
72,James,D,-0.058256,6.090846,7.738851,-0.058256,6.090846,7.738851,-0.058256,6.090846,7.738851,-0.008311,4.189395,5.240387,0.011716,3.183283,3.95251,0.011716,3.183283,3.95251,548.676437,610.324548,-553.980867,664.916917,0.579167,0.01634,0.147815,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
73,James,D,-0.012764,5.962354,8.003008,3.394137,3.532478,1.407135,3.394137,3.532478,1.407135,3.394137,3.532478,1.407135,3.44887,0.503721,-2.448453,3.44887,0.503721,-2.448453,514.957975,619.783773,-758.543717,835.351383,0.49375,0.018301,0.123743,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
74,James,D,-0.181953,6.074883,7.773165,3.669401,3.353233,0.999705,3.669401,3.353233,0.999705,3.669401,3.353233,0.999705,3.669401,3.353233,0.999705,3.669401,3.353233,0.999705,515.78265,613.846033,-651.636933,656.857417,0.627083,0.015686,0.130426,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
75,James,D,-0.114922,5.907285,7.987849,3.619405,3.473419,1.165461,3.628825,1.507167,-1.533793,3.655017,0.572019,-2.767548,3.655017,0.572019,-2.767548,3.655017,0.572019,-2.767548,495.335815,628.78371,-618.627107,456.688833,0.61875,0.016993,0.189986,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
76,James,D,-0.135666,5.959165,7.89208,3.430822,3.186178,1.118576,3.430822,3.186178,1.118576,3.463165,2.232747,-0.169436,3.492645,1.235512,-1.464022,3.492645,1.235512,-1.464022,463.729505,615.815067,-614.692817,663.656717,0.558333,0.015033,0.157642,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
77,James,D,-0.089381,5.923246,7.888092,3.51328,3.164886,1.215645,3.51328,3.164886,1.215645,3.51328,3.164886,1.215645,3.588196,0.164459,-2.661713,3.588196,0.164459,-2.661713,481.154543,633.30466,-670.093533,820.512167,0.53125,0.01634,0.131921,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
78,James,D,-0.21946,6.010236,7.632708,3.576841,3.675578,0.962955,3.628187,2.675509,-0.356867,3.628187,2.675509,-0.356867,3.686343,0.684987,-2.949112,3.686343,0.684987,-2.949112,522.95541,624.382958,-665.142267,670.4006,0.502083,0.011111,0.144517,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
79,James,D,-0.116508,5.999863,7.799507,3.662496,3.365451,0.878286,3.662496,3.365451,0.878286,3.794258,1.449997,-1.484032,3.794258,1.449997,-1.484032,3.794258,1.449997,-1.484032,491.7955,636.069733,-453.073483,834.530867,0.59375,0.01634,0.055402,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
80,James,D,-0.104538,6.042959,7.96949,-0.104538,6.042959,7.96949,-0.104538,6.042959,7.96949,-0.104538,6.042959,7.96949,-0.104538,6.042959,7.96949,-0.104538,6.042959,7.96949,527.248877,636.708343,-458.0798,252.6425,0.516667,0.013072,0.086373,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
81,James,D,-0.091774,5.951978,7.885694,15.068393,-4.300268,-18.844912,3.761068,0.383082,-2.704041,3.845479,-0.57944,-3.976758,0.030884,1.050557,1.266246,0.030884,1.050557,1.266246,533.42218,621.249287,-446.609633,476.360617,0.61875,0.015686,0.249713,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
82,James,D,-0.083796,5.980705,7.870534,3.699735,2.951589,0.960528,3.699735,2.951589,0.960528,3.699735,2.951589,0.960528,3.699735,2.951589,0.960528,3.699735,2.951589,0.960528,558.668992,624.367417,-440.257183,686.6193,0.53125,0.013072,0.167152,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
83,James,D,-0.118909,6.048546,8.043716,-0.118909,6.048546,8.043716,-0.084478,5.040237,6.707039,-0.084478,5.040237,6.707039,-0.058617,4.04036,5.414393,-0.058617,4.04036,5.414393,530.725865,635.776517,-391.605417,492.368083,0.508333,0.013725,0.146631,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
84,James,D,-0.075811,6.083656,7.900058,3.913836,3.306419,1.146548,3.913836,3.306419,1.146548,3.913836,3.306419,1.146548,3.913836,3.306419,1.146548,3.913836,3.306419,1.146548,556.983425,627.042148,-294.32095,351.257717,0.572917,0.015033,0.078819,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
85,James,D,-0.067833,5.937612,7.943156,3.921814,3.160375,1.189646,3.921814,3.160375,1.189646,0.045929,3.099358,4.132751,0.045929,3.099358,4.132751,0.045929,3.099358,4.132751,544.736487,588.065273,-664.72725,539.702267,0.616667,0.015686,0.177218,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
86,James,D,-0.02155,6.03817,7.987846,3.83034,3.184057,1.046715,3.83034,3.184057,1.046715,3.868655,1.248449,-1.530882,3.893394,0.240517,-2.817264,3.893394,0.240517,-2.817264,525.976237,625.7669,-257.39315,463.33585,0.54375,0.011765,0.223763,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
87,James,D,-0.035116,6.02061,8.101969,7.191482,0.325172,-5.343768,7.191482,0.325172,-5.343768,7.191482,0.325172,-5.343768,3.593458,0.108518,-2.588809,3.593458,0.108518,-2.588809,583.527033,619.42241,-384.872617,282.8108,0.527083,0.015033,0.154171,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
88,James,D,-0.048688,5.97512,8.003011,-0.048688,5.97512,8.003011,-0.048688,5.97512,8.003011,0.014481,5.008074,6.788111,0.038399,4.005679,5.497386,0.038399,4.005679,5.497386,580.373722,612.779883,15.974683,552.5797,0.552083,0.014379,0.136861,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
89,James,D,-0.003988,6.087652,7.910433,-0.003988,6.087652,7.910433,-0.003988,6.087652,7.910433,0.087326,3.19722,4.179418,0.087326,3.19722,4.179418,0.087326,3.19722,4.179418,545.629372,605.99185,-373.226617,107.117367,0.545833,0.011111,0.139316,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
90,James,D,0.009575,6.03418,7.872126,10.922081,-1.946716,-12.11774,10.922081,-1.946716,-12.11774,7.430669,-0.166682,-6.516447,7.430669,-0.166682,-6.516447,7.430669,-0.166682,-6.516447,529.880857,588.089175,-197.742133,130.645567,0.535417,0.016993,0.135604,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
91,James,D,-0.02155,5.996671,7.857763,3.713837,3.1915,1.222995,3.713837,3.1915,1.222995,3.713837,3.1915,1.222995,3.779025,0.143511,-2.6172,3.779025,0.143511,-2.6172,499.52887,686.265157,-489.835207,1052.566117,0.497917,0.015686,0.074283,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
92,James,D,0.045486,6.072487,8.096385,11.018634,-2.50206,-12.604243,11.018634,-2.50206,-12.604243,11.018634,-2.50206,-12.604243,11.018634,-2.50206,-12.604243,11.018634,-2.50206,-12.604243,497.769152,646.654545,-539.74455,957.477783,0.577083,0.014379,0.141581,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
93,James,D,-0.010373,6.07488,7.872925,3.406105,3.284335,1.082662,3.406105,3.284335,1.082662,3.490084,2.2768,-0.079551,0.095355,4.059982,5.423803,0.095355,4.059982,5.423803,528.93102,603.018145,-537.866183,267.668217,0.552083,0.014379,0.153925,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
94,James,D,-0.087781,6.193797,7.654256,3.496002,2.990194,1.141253,3.525355,1.949687,-0.139549,3.675095,-1.094594,-3.699061,3.675095,-1.094594,-3.699061,3.675095,-1.094594,-3.699061,551.139515,597.02259,-511.823533,914.874433,0.570833,0.015033,0.108166,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
95,James,D,-0.042295,6.075679,7.746831,7.383789,-0.234164,-5.420891,7.395925,-3.299172,-9.229446,3.78865,-1.112404,-3.850751,3.78865,-1.112404,-3.850751,3.78865,-1.112404,-3.850751,519.841093,649.059458,-477.742895,613.839317,0.472917,0.013072,0.034183,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
